source_attraction,src_lat,src_lon,dest_attraction,dest_lat,dest_lon,counter
Archeoparc,46.721839700000004,10.860789599999999,Geomuseum Radein,46.34689764182887,11.396798600521931,0
Archeoparc,46.721839700000004,10.860789599999999,Gitschberg Meransen,46.82249178021871,11.665001313297653,0
Archeoparc,46.721839700000004,10.860789599999999,Imkereimuseum Plattner-Bienenhof,46.525074700000005,11.4277201,0
Archeoparc,46.721839700000004,10.860789599999999,Jaufenburg,46.8017003,11.238905099999998,0
Archeoparc,46.721839700000004,10.860789599999999,Jochtal,46.842407,11.627124,0
Archeoparc,46.721839700000004,10.860789599999999,K.u.k. Museum Bad Egart,46.672940000000004,11.082018699999999,0
Archeoparc,46.721839700000004,10.860789599999999,Pfannenspitze,46.691322148611434,11.745305323526795,0
Archeoparc,46.721839700000004,10.860789599999999,Kloster St. Johann in Müstair,46.62963010000001,10.448661,0
Archeoparc,46.721839700000004,10.860789599999999,Krippenmuseum Maranatha,46.95183270487274,11.919201111627507,0
Archeoparc,46.721839700000004,10.860789599999999,kunst Meran,46.6715742,11.1623024,0
Archeoparc,46.721839700000004,10.860789599999999,Kuratorium des Stiftes Innichen,46.733188369368385,12.282819235196085,0
Archeoparc,46.721839700000004,10.860789599999999,Landesfürstliche Burg,46.6728533,11.162173699999999,0
Archeoparc,46.721839700000004,10.860789599999999,Landwirtschafts-museum Brunnenburg,46.6922631930762,11.148139396829711,0
Archeoparc,46.721839700000004,10.860789599999999,Lodenwelt,46.815605600000005,11.736919699999998,0
Archeoparc,46.721839700000004,10.860789599999999,Merkantilmuseum,46.499744352611884,11.35430918518226,0
Archeoparc,46.721839700000004,10.860789599999999,Messner Mountain Museum Corones,46.7387791,11.9583111,0
Archeoparc,46.721839700000004,10.860789599999999,Messner Mountain Museum Firmian,46.478306200000006,11.3017389,0
Archeoparc,46.721839700000004,10.860789599999999,Messner Mountain Museum Juval,46.651626799999995,10.9680134,3
Archeoparc,46.721839700000004,10.860789599999999,Messner Mountain Museum Ortles,46.5304693,10.580905699999999,0
Archeoparc,46.721839700000004,10.860789599999999,Messner Mountain Museum Ripa,46.794160999999995,11.939904400000001,18
Archeoparc,46.721839700000004,10.860789599999999,Mineralienmuseum Kirchler,46.989450119645895,11.960504287040093,0
Archeoparc,46.721839700000004,10.860789599999999,Mineralienmuseum Teis,46.6527149,11.620324400000001,0
Archeoparc,46.721839700000004,10.860789599999999,Minigolf Meransen,46.81575540551896,11.658024718458568,0
Archeoparc,46.721839700000004,10.860789599999999,Multscher Museum und Stadtmuseum Sterzing,46.890834600000005,11.4322722,0
Archeoparc,46.721839700000004,10.860789599999999,Museion - Museum für Moderne und Zeitgenössische Kunst,46.715538099999996,11.652626300000001,0
Archeoparc,46.721839700000004,10.860789599999999,Museum de Gherdeina,46.57392479999999,11.674645337460838,0
Archeoparc,46.721839700000004,10.860789599999999,Museum im Weißen Turm,46.7163815,11.65758612222222,0
Archeoparc,46.721839700000004,10.860789599999999,Museum Kloster Marienberg,46.6985798,10.5069829,0
Archeoparc,46.721839700000004,10.860789599999999,Museum Ladin Ciastel de Tor,46.680704038748,11.892846537309122,0
Archeoparc,46.721839700000004,10.860789599999999,Museum Ladin Ursus ladinicus,46.57079876483519,11.932309027512385,0
Archeoparc,46.721839700000004,10.860789599999999,Museum LUMEN,46.740515,11.959224,0
Archeoparc,46.721839700000004,10.860789599999999,Museum Magie des Wassers,48.220312400000005,12.1018374,0
Archeoparc,46.721839700000004,10.860789599999999,Museum Passeier - Andreas Hofer,46.801516229565436,11.238736190458482,0
Archeoparc,46.721839700000004,10.860789599999999,Museum Schloss Moos-Schulthaus,46.45368815000001,11.24776647394225,0
Archeoparc,46.721839700000004,10.860789599999999,Museum Steinegg,46.485742,11.455107105521678,0
Archeoparc,46.721839700000004,10.860789599999999,Museum Zeitreise Mensch,46.313930778382186,11.224531338602759,0
Archeoparc,46.721839700000004,10.860789599999999,Naturmuseum Südtirol,46.50126988074469,11.357366365592457,0
Archeoparc,46.721839700000004,10.860789599999999,Nesselbahn,46.835742464070606,11.669954072070636,0
Archeoparc,46.721839700000004,10.860789599999999,Palmschoß,46.67621564404051,11.713047745083474,0
Archeoparc,46.721839700000004,10.860789599999999,Pharmaziemuseum Brixen,46.7166139,11.6582709,0
